* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
* Note to Katu: look for [^.*(heyword).*\n?] when mass deleting lines. Omit []. Alt+Enter to select all and Delete to del.
*
1, none, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
2176, none, terralith:desert_spires, CREATURE, minecraft:rabbit, 10, 2, 3
2177, none, terralith:desert_spires, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
2178, none, terralith:desert_spires, AMBIENT, minecraft:bat, 10, 8, 8
2179, none, terralith:desert_spires, AMBIENT, distantfriends:friend, 20, 1, 2
2180, none, terralith:desert_spires, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2181, none, terralith:desert_spires, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
2182, none, terralith:desert_spires, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2183, none, terralith:desert_spires, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
2184, none, terralith:desert_spires, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
2185, none, terralith:desert_spires, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
2186, none, minecraft:dripstone_caves, MONSTER, minecraft:spider, 80, 4, 4
2187, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie, 80, 4, 4
2188, none, minecraft:dripstone_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
2189, none, minecraft:dripstone_caves, MONSTER, minecraft:skeleton, 80, 4, 4
2190, none, minecraft:dripstone_caves, MONSTER, minecraft:creeper, 80, 4, 4
2191, none, minecraft:dripstone_caves, MONSTER, minecraft:slime, 80, 4, 4
2192, none, minecraft:dripstone_caves, MONSTER, minecraft:enderman, 5, 1, 4
2193, none, minecraft:dripstone_caves, MONSTER, minecraft:witch, 5, 1, 1
2194, none, minecraft:dripstone_caves, MONSTER, minecraft:drowned, 80, 4, 4
2195, none, minecraft:dripstone_caves, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
2196, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
2197, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
2198, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
2199, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
2200, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2201, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
2202, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
2203, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
2204, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
2205, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
2207, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
2208, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2209, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2210, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2211, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
2212, none, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
2213, none, minecraft:dripstone_caves, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
2214, none, minecraft:dripstone_caves, AMBIENT, minecraft:bat, 10, 8, 8
2215, none, minecraft:dripstone_caves, AMBIENT, distantfriends:friend, 20, 1, 2
2216, none, minecraft:dripstone_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2217, none, minecraft:dripstone_caves, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
2218, none, minecraft:dripstone_caves, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2219, none, minecraft:dripstone_caves, WATER_AMBIENT, fishofthieves:ancientscale, 10, 4, 8
2220, none, minecraft:dripstone_caves, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
2221, none, minecraft:dripstone_caves, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
2222, none, minecraft:dripstone_caves, WATER_AMBIENT, fishofthieves:islehopper, 10, 2, 4
2223, none, minecraft:dripstone_caves, WATER_AMBIENT, fishofthieves:plentifin, 12, 4, 8
2224, none, minecraft:dripstone_caves, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
2225, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:spider, 80, 4, 4
2226, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:zombie, 80, 4, 4
2227, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:zombie_villager, 10, 1, 1
2228, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:skeleton, 80, 4, 4
2229, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:creeper, 80, 4, 4
2230, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:slime, 80, 4, 4
2231, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:enderman, 5, 1, 4
2232, extreme_hills, terralith:emerald_peaks, MONSTER, minecraft:witch, 5, 1, 1
2233, extreme_hills, terralith:emerald_peaks, MONSTER, graveyard:nightmare, 10, 1, 1
2234, extreme_hills, terralith:emerald_peaks, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
2235, extreme_hills, terralith:emerald_peaks, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
2236, extreme_hills, terralith:emerald_peaks, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
2237, extreme_hills, terralith:emerald_peaks, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
2238, extreme_hills, terralith:emerald_peaks, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
2239, extreme_hills, terralith:emerald_peaks, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2240, extreme_hills, terralith:emerald_peaks, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
2241, extreme_hills, terralith:emerald_peaks, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
2242, extreme_hills, terralith:emerald_peaks, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
2243, extreme_hills, terralith:emerald_peaks, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
2244, extreme_hills, terralith:emerald_peaks, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
2246, extreme_hills, terralith:emerald_peaks, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
2247, extreme_hills, terralith:emerald_peaks, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2248, extreme_hills, terralith:emerald_peaks, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2249, extreme_hills, terralith:emerald_peaks, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2250, extreme_hills, terralith:emerald_peaks, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
2251, extreme_hills, terralith:emerald_peaks, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
2254, extreme_hills, terralith:emerald_peaks, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
2256, extreme_hills, terralith:emerald_peaks, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
2257, extreme_hills, terralith:emerald_peaks, AMBIENT, minecraft:bat, 10, 8, 8
2258, extreme_hills, terralith:emerald_peaks, AMBIENT, distantfriends:friend, 20, 1, 2
2260, extreme_hills, terralith:emerald_peaks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2261, extreme_hills, terralith:emerald_peaks, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
2262, extreme_hills, terralith:emerald_peaks, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2263, extreme_hills, terralith:emerald_peaks, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
2264, extreme_hills, terralith:emerald_peaks, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
2265, extreme_hills, terralith:emerald_peaks, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
2266, the_end, minecraft:end_barrens, MONSTER, minecraft:enderman, 5, 4, 4
2267, the_end, minecraft:end_barrens, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
2268, the_end, minecraft:end_barrens, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
2269, the_end, minecraft:end_barrens, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
2270, the_end, minecraft:end_barrens, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
2271, the_end, minecraft:end_barrens, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2272, the_end, minecraft:end_barrens, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
2273, the_end, minecraft:end_barrens, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
2274, the_end, minecraft:end_barrens, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
2275, the_end, minecraft:end_barrens, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
2276, the_end, minecraft:end_barrens, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
2278, the_end, minecraft:end_barrens, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
2279, the_end, minecraft:end_barrens, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2280, the_end, minecraft:end_barrens, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2281, the_end, minecraft:end_barrens, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2282, the_end, minecraft:end_barrens, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
2283, the_end, minecraft:end_barrens, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
2284, the_end, minecraft:end_barrens, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
2285, the_end, minecraft:end_barrens, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
2286, the_end, minecraft:end_barrens, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2287, the_end, minecraft:end_barrens, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
2288, the_end, minecraft:end_highlands, MONSTER, minecraft:enderman, 5, 4, 4
2289, the_end, minecraft:end_highlands, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
2290, the_end, minecraft:end_highlands, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
2291, the_end, minecraft:end_highlands, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
2292, the_end, minecraft:end_highlands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
2293, the_end, minecraft:end_highlands, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2294, the_end, minecraft:end_highlands, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
2295, the_end, minecraft:end_highlands, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
2296, the_end, minecraft:end_highlands, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
2297, the_end, minecraft:end_highlands, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
2298, the_end, minecraft:end_highlands, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
2300, the_end, minecraft:end_highlands, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
2301, the_end, minecraft:end_highlands, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2302, the_end, minecraft:end_highlands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2303, the_end, minecraft:end_highlands, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2304, the_end, minecraft:end_highlands, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
2305, the_end, minecraft:end_highlands, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
2306, the_end, minecraft:end_highlands, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
2307, the_end, minecraft:end_highlands, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
2308, the_end, minecraft:end_highlands, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2309, the_end, minecraft:end_highlands, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
2310, the_end, minecraft:end_midlands, MONSTER, minecraft:enderman, 5, 4, 4
2311, the_end, minecraft:end_midlands, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
2312, the_end, minecraft:end_midlands, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
2313, the_end, minecraft:end_midlands, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
2314, the_end, minecraft:end_midlands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
2315, the_end, minecraft:end_midlands, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2316, the_end, minecraft:end_midlands, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
2317, the_end, minecraft:end_midlands, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
2318, the_end, minecraft:end_midlands, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
2319, the_end, minecraft:end_midlands, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
2320, the_end, minecraft:end_midlands, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
2322, the_end, minecraft:end_midlands, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
2323, the_end, minecraft:end_midlands, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2324, the_end, minecraft:end_midlands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2325, the_end, minecraft:end_midlands, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2326, the_end, minecraft:end_midlands, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
2327, the_end, minecraft:end_midlands, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
2328, the_end, minecraft:end_midlands, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
2329, the_end, minecraft:end_midlands, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
2330, the_end, minecraft:end_midlands, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2331, the_end, minecraft:end_midlands, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
2332, badlands, minecraft:eroded_badlands, MONSTER, minecraft:spider, 80, 4, 4
2333, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie, 80, 4, 4
2334, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
2335, badlands, minecraft:eroded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
2336, badlands, minecraft:eroded_badlands, MONSTER, minecraft:creeper, 80, 4, 4
2337, badlands, minecraft:eroded_badlands, MONSTER, minecraft:slime, 80, 4, 4
2338, badlands, minecraft:eroded_badlands, MONSTER, minecraft:enderman, 5, 1, 4
2339, badlands, minecraft:eroded_badlands, MONSTER, minecraft:witch, 5, 1, 1
2340, badlands, minecraft:eroded_badlands, MONSTER, graveyard:nightmare, 10, 1, 1
2341, badlands, minecraft:eroded_badlands, MONSTER, graveyard:skeleton_creeper, 20, 1, 4
2342, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
2343, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
2344, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
2345, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
2346, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2347, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
2348, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
2349, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
2350, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
2351, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
2353, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
2354, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2355, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2356, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2357, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
2358, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
2361, badlands, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
2363, badlands, minecraft:eroded_badlands, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
2364, badlands, minecraft:eroded_badlands, CREATURE, crockpot:volt_goat, 50, 1, 3
2365, badlands, minecraft:eroded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
2366, badlands, minecraft:eroded_badlands, AMBIENT, distantfriends:friend, 20, 1, 2
2368, badlands, minecraft:eroded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2369, badlands, minecraft:eroded_badlands, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
2370, badlands, minecraft:eroded_badlands, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2371, badlands, minecraft:eroded_badlands, WATER_AMBIENT, fishofthieves:battlegill, 10, 2, 4
2372, badlands, minecraft:eroded_badlands, WATER_AMBIENT, fishofthieves:devilfish, 10, 1, 2
2373, badlands, minecraft:eroded_badlands, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
2374, none, nyctophobia:eroded_haunted_forest, MONSTER, minecraft:wither_skeleton, 10, 2, 3
2375, none, nyctophobia:eroded_haunted_forest, MONSTER, minecraft:skeleton, 10, 1, 2
2376, none, nyctophobia:eroded_haunted_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
2377, none, nyctophobia:eroded_haunted_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
2378, none, nyctophobia:eroded_haunted_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
2379, none, nyctophobia:eroded_haunted_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
2380, none, nyctophobia:eroded_haunted_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2381, none, nyctophobia:eroded_haunted_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
2382, none, nyctophobia:eroded_haunted_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
2383, none, nyctophobia:eroded_haunted_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
2384, none, nyctophobia:eroded_haunted_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
2385, none, nyctophobia:eroded_haunted_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
2387, none, nyctophobia:eroded_haunted_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
2388, none, nyctophobia:eroded_haunted_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2389, none, nyctophobia:eroded_haunted_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2390, none, nyctophobia:eroded_haunted_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2391, none, nyctophobia:eroded_haunted_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
2392, none, nyctophobia:eroded_haunted_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
2393, none, nyctophobia:eroded_haunted_forest, CREATURE, minecraft:bat, 10, 1, 1
2394, none, nyctophobia:eroded_haunted_forest, CREATURE, minecraft:cat, 10, 1, 1
2395, none, nyctophobia:eroded_haunted_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
2396, none, nyctophobia:eroded_haunted_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
2397, none, nyctophobia:eroded_haunted_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
2398, none, nyctophobia:eroded_haunted_forest, EITD_EYES, eyesinthedarkness:eyes, 10, 1, 1
2399, forest, minecraft:flower_forest, MONSTER, minecraft:spider, 80, 4, 4
2400, forest, minecraft:flower_forest, MONSTER, minecraft:zombie, 80, 4, 4
2401, forest, minecraft:flower_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
2402, forest, minecraft:flower_forest, MONSTER, minecraft:skeleton, 80, 4, 4
2403, forest, minecraft:flower_forest, MONSTER, minecraft:creeper, 80, 4, 4
2404, forest, minecraft:flower_forest, MONSTER, minecraft:slime, 80, 4, 4
2405, forest, minecraft:flower_forest, MONSTER, minecraft:enderman, 5, 1, 4
2406, forest, minecraft:flower_forest, MONSTER, minecraft:witch, 5, 1, 1
2407, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
2408, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 16, 1, 1
2409, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 35, 1, 1
2410, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 45, 1, 1
2411, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
2412, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
2413, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 13, 1, 3
2414, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
2416, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
2417, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:seared_spirit, 10, 1, 1
2419, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
2420, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
2421, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
2422, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
2424, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
2425, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
2427, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:door_knight, 30, 1, 1
2429, forest, minecraft:flower_forest, CREATURE, minecraft:sheep, 12, 4, 4
2430, forest, minecraft:flower_forest, CREATURE, minecraft:pig, 10, 4, 4
2431, forest, minecraft:flower_forest, CREATURE, minecraft:chicken, 10, 4, 4
2432, forest, minecraft:flower_forest, CREATURE, minecraft:cow, 10, 4, 4
2433, forest, minecraft:flower_forest, CREATURE, minecraft:rabbit, 10, 2, 3
2434, forest, minecraft:flower_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
